,StateCode,ImportDate,NetworkId,NetworkName,NetworkURL,MarketCoverage
918,VA,2014-03-17 13:54:37,VAN002,Pathway X Tiered Hospital  (with Dental), https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,Individual
919,VA,2014-01-17 15:54:39,VAN001,Kaiser Foundation Health Plan of Mid Atlantic States Incorporated Signature,http://www.geoaccess.com/Kaiser/po/KaiserIntro.asp?Exchange=true,Individual
920,VA,2014-01-17 15:54:39,VAN001,Kaiser Foundation Health Plan of Mid Atlantic States Incorporated Signature,http://www.geoaccess.com/Kaiser/po/KaiserIntro.asp?Exchange=true,SHOP (Small Group)
921,VA,2014-01-22 11:51:12,VAN001,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,Individual
922,VA,2014-01-22 11:51:12,VAN001,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,SHOP (Small Group)
923,VA,2013-11-27 09:24:34,VAN001,DentaQuest Virginia EPO Inc.,www.dentaquest.com,SHOP (Small Group)
924,VA,2013-11-27 09:24:34,VAN001,DentaQuest Virginia EPO Inc.,www.dentaquest.com,Individual
925,VA,2013-11-27 09:24:34,VAN001,Carelink Bon Secours Richmond,http://va.coventryproviders.com,Individual
926,VA,2013-11-27 09:24:34,VAN002,Carelink Southside,http://va.coventryproviders.com,Individual
927,VA,2013-11-27 09:24:34,VAN003,CoventryOne Virginia POS,http://va.coventryproviders.com,Individual
928,WV,2014-03-14 10:14:14,WVN001,SuperBlue Plus PPO,www.HighmarkBCBSWV.com,SHOP (Small Group)
929,WV,2014-03-14 10:14:14,WVN001,SuperBlue Plus PPO,www.HighmarkBCBSWV.com,Individual
930,WV,2013-09-11 14:31:09,WVN001,Advantage Plus,https://secure.ucci.com/tp2fad/?network=074,SHOP (Small Group)
931,WV,2013-08-01 21:15:43,WVN001,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,SHOP (Small Group)
932,WV,2014-01-21 11:24:32,WVN001,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,SHOP (Small Group)
933,WV,2014-01-21 11:24:32,WVN001,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,Individual
934,WV,2014-01-21 11:24:32,WVN001,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,Individual
935,WV,2014-01-21 11:24:32,WVN001,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,SHOP (Small Group)
936,WV,2013-09-11 14:31:09,WVN001,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,SHOP (Small Group)
937,GA,2015-02-19 06:21:02,GAN001,Kaiser Permanente HMO,kp.org/gaprovider,
938,GA,2014-09-29 21:43:29,GAN001,Atlanta HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=804,
939,GA,2014-09-29 21:43:29,GAN002,"Columbus, GA HMOx",https://www.humana.com/finder/search?customerId=1059&pfpkey=758,
940,GA,2014-09-29 21:43:29,GAN003,Savannah HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=805,
941,GA,2014-09-29 21:43:29,GAN005,Macon HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=925,
942,GA,2014-09-29 21:43:29,GAN004,National POS - Open Access,https://www.humana.com/finder/search?customerId=1059&pfpkey=319,
943,GA,2014-09-06 03:39:47,GAN001,Careington Maximum Care Network,www.careington.com/co/maxcare,
944,IN,2014-08-08 08:53:29,INN001,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,
945,IN,2014-12-12 09:23:47,INN001,Pathway X HMO/POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPH,
946,IN,2014-12-12 09:23:47,INN002,Pathway X HMO/POS with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPH,
947,IN,2014-12-12 09:23:47,INN003,Pathway HMO/POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,
948,IN,2014-12-12 09:23:47,INN004,Pathway HMO/POS with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,
949,IN,2014-12-12 09:23:47,INN005,Blue Preferred HMO/POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPB,
950,IN,2014-12-12 09:23:47,INN006,Blue Preferred HMO/POS with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPB,
951,IN,2014-12-12 09:23:47,INN007,Blue Access,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,
952,IN,2014-12-12 09:23:47,INN008,Blue Access with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,
953,IN,2014-12-12 09:23:47,INN009,Dental Prime,http://www.geoaccess.com/awp/Dental/PO/begin.asp?Gateway=False&st=DV&Company=Anthem-BCBS&netcode=DVP,
954,IN,2015-07-22 09:15:52,INN001,"ADVANTAGE Health Solutions, Inc Network",http://www.advantageplan.com/member/shop-2015/,
955,IN,2014-09-05 03:32:16,INN001,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,
956,IN,2014-06-21 03:20:41,INN001,Delta Dental PPO & Premier,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
957,IN,2014-06-21 03:20:41,INN002,Delta Dental PPO Only,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
958,IN,2015-01-20 13:44:26,INN001,IU Health,http://iuhealth.cloudapp.net/iuhealth/,
959,IN,2014-09-05 03:32:16,INN001,Careington Maximum Care Network,www.careington.com/co/maxcare,
960,IN,2015-02-19 06:21:02,INN001,Ambetter from MHS,http://ambetter.mhsindiana.com/findadoc,
961,IN,2014-12-11 04:09:12,INN002,Choice,http://xin.welcometouhc.com/find-a-doctor,
962,IN,2014-10-05 17:13:14,INN001,PHP Premier,http://www.phpni.com/marketplace/premier2015,
963,IN,2014-10-05 17:13:14,INN002,PHP Select,http://www.phpni.com/marketplace/select2015,
964,IN,2014-10-05 17:13:14,INN003,PHP Select,http://www.phpni.com/marketplace/select2015,
965,IN,2014-08-08 08:53:29,INN001,DenteMax Plus,http://www.alwayscarebenefits.com/comm/providers/INDentalProviderDirectory.pdf,
966,IN,2014-11-15 04:52:41,INN001,CareSource Just4Me Indiananapolis Area,https://memberportal.caresource.com/App/IN/FindADoctor/Just4Me,
967,IN,2014-11-15 04:52:41,INN002,CareSource Just4Me Southern,https://memberportal.caresource.com/App/IN/FindADoctor/Just4Me,
968,IN,2014-09-04 03:25:43,INN001,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,
969,IN,2014-06-27 08:32:44,INN001,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,
970,IN,2014-06-27 08:32:44,INN002,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
971,IN,2014-08-27 03:27:11,INN001,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,
972,IN,2014-11-15 04:52:41,INN001,MDwise Marketplace,www.mdwise.org/marketplace/findadoctor,
973,IN,2014-11-15 04:52:41,INN002,MDwise Marketplace,www.mdwise.org/marketplace/findadoctor,
974,IN,2015-01-16 17:32:32,INN001,Landmark,http://mcnet.siho.org/mcnet/SIHOProviderSearch.asp?txtNet=SIHO&NodeId=LEVEL0_1,
975,IN,2015-01-16 17:32:32,INN002,Landmark Combined,http://mcnet.siho.org/mcnet/SIHOProviderSearch.asp?txtNet=LANDMARK&NodeId=LEVEL0_1,
976,IN,2015-01-16 17:32:32,INN003,SIHO Marketplace,http://www.siho.org/Marketplace/ProviderLookup/,
977,IN,2014-08-03 08:59:32,INN001,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,
978,IN,2014-08-03 08:59:32,INN002,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?,
979,IN,2014-08-03 08:59:32,INN003,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,
980,IN,2014-08-03 08:59:32,INN004,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?,
981,IN,2014-08-03 08:59:32,INN001,Ameritas PPO Dental Network,www.standard.com,
982,IN,2014-08-03 08:59:32,INN001,"DenteMax, LLC",www.dentemax.com,
983,IN,2015-01-16 17:32:32,INN001,PPO On-Exchange Network (IN),hixfadin.dentalcareplus.com,
984,IN,2014-09-03 04:28:59,INN001,DenteMax,http://www.bestlife.com/exchange/provider.html,
985,IN,2014-09-03 04:28:59,INN002,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,
986,IN,2015-01-16 17:32:32,INN001,DenteMax,www.truassure.com/dentist-search,
987,IN,2014-08-05 13:28:44,INN001,Ameritas PPO Dental Network,www.reliancestandard.com,
988,IN,2014-11-09 04:38:15,INN001,Network Savings 1,assuranthealth.com/networksavings1,
989,IN,2014-11-09 04:38:15,INN002,Network Savings 8,assuranthealth.com/networksavings8,
990,IN,2014-11-14 05:23:27,INN001,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,
991,IN,2014-08-05 13:28:44,INN001,Connection Dental,www.PPOUSA.com,
992,IN,2014-08-03 08:59:32,INN001,Ameritas PPO Dental Network,www.ameritasgroup.com,
993,LA,2014-08-05 13:28:44,LAN001,Ameritas PPO Dental Network,www.reliancestandard.com,
994,LA,2014-08-08 08:53:29,LAN001,ACB,http://www.alwayscarebenefits.com/comm/providers/LADentalProviderDirectory.pdf,
995,LA,2014-11-14 05:23:27,LAN001,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,
996,AK,2014-08-08 08:53:29,AKN002,Delta Dental PPO,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,
997,AK,2014-08-08 08:53:29,AKN001,Delta Dental Premier,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,
998,AK,2014-10-02 12:25:15,AKN001,HeritagePlus,https://www.premera.com/ak/visitor/,
999,AK,2014-10-02 12:25:15,AKN002,Dental,https://www.premera.com/ak/visitor/,
1000,AK,2014-09-04 03:25:43,AKN001,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,
1001,AK,2014-08-07 10:00:19,AKN001,Ameritas PPO Dental Network,www.ameritasgroup.com,
1002,AK,2014-08-08 08:53:29,AKN001,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,
1003,AK,2014-08-08 08:53:29,AKN002,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
1004,AK,2014-09-04 03:25:43,AKN001,indemnity,indemnity,
1005,AK,2015-04-22 11:06:15,AKN001,Endeavor Select,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,
1006,AK,2015-04-22 11:06:15,AKN002,Endeavor Providence,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,
1007,AK,2014-09-03 04:28:59,AKN001,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,
1008,AK,2014-09-03 04:28:59,AKN002,DenteMax,http://www.bestlife.com/exchange/provider.html,
1009,AK,2014-08-07 10:00:19,AKN001,Ameritas PPO Dental Network,www.reliancestandard.com,
1010,AK,2014-08-08 08:53:29,AKN001,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,
1011,AK,2014-08-07 10:00:19,AKN001,Ameritas PPO Dental Network,www.standard.com,
1012,AK,2014-09-03 04:28:59,AKN001,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,
1013,AL,2014-10-02 12:25:15,ALN001,DenteMax,http://www.bestlife.com/exchange/provider.html,
1014,AL,2014-10-02 12:25:15,ALN002,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,
1015,AL,2014-08-03 08:59:32,ALN001,"DenteMax, LLC",www.dentemax.com,
1016,AL,2014-08-27 03:27:11,ALN001,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,
1017,AL,2014-08-05 13:28:44,ALN001,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,
1018,AL,2014-08-07 10:00:19,ALN001,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,
1019,AL,2014-08-08 08:53:29,ALN001,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,
1020,AL,2014-08-08 08:53:29,ALN002,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
1021,AL,2014-08-05 13:28:44,ALN001,Ameritas PPO Dental Network,www.reliancestandard.com,
1022,AL,2014-08-03 08:59:32,ALN001,Ameritas PPO Dental Network,www.ameritasgroup.com,
1023,AL,2014-09-05 03:32:16,ALN001,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,
1024,AL,2015-01-16 17:32:32,ALN001,Birmingham PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=808,
1025,AL,2015-01-16 17:32:32,ALN002,Huntsville PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=809,
1026,AL,2015-01-16 17:32:32,ALN003,HumanaDental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,
1027,AL,2014-09-04 03:25:43,ALN001,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,
1028,AL,2015-07-22 09:15:52,ALN001,BCBSAL PPO,https://www.bcbsal.org/webapps/providerfinderplus/Dispatch?application=org.bcbsal.providerfinderplus.ProviderFinderPlusApplication,
1029,AL,2015-07-22 09:15:52,ALN002,BCBSAL Dental,https://www.bcbsal.org/webapps/providerfinderplus/Dispatch?application=org.bcbsal.providerfinderplus.ProviderFinderPlusApplication,
1030,AL,2014-12-11 04:09:12,ALN006,Compass,http://xal.welcometouhc.com/find-a-doctor,
1031,AL,2014-08-03 08:59:32,ALN001,Ameritas PPO Dental Network,www.standard.com,
1032,AL,2014-11-14 05:23:27,ALN001,Dentegra: Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,
1033,AL,2014-11-14 05:23:27,ALN001,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,
1034,AL,2014-11-14 05:23:27,ALN002,DeltaCare USA DHMO,http://www.deltadentalins.com/find-a-dentist/,
1035,AZ,2014-09-03 04:28:59,AZN001,DSM USA Insurance Company,www.dentaquest.com,
1036,AZ,2014-09-05 03:32:16,AZN001,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,
1037,AZ,2014-08-28 04:23:13,AZN001,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,
1038,AZ,2014-08-28 04:23:13,AZN002,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,
1039,AZ,2014-08-28 04:23:13,AZN003,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,
1040,AZ,2014-08-28 04:23:13,AZN004,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,
1041,AZ,2014-08-27 03:27:11,AZN001,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,
1042,AZ,2014-09-04 03:25:43,AZN001,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,
1043,AZ,2014-09-03 04:28:59,AZN001,Total Dental Administrators,tdadental.com,
1044,AZ,2014-08-08 08:53:29,AZN001,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,
1045,AZ,2014-09-29 21:43:29,AZN001,Phoenix HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=762,
1046,AZ,2014-09-29 21:43:29,AZN002,Tucson HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=801,
1047,AZ,2015-01-16 17:32:32,AZN001,DenteMax,www.truassure.com/dentist-search,
1048,AZ,2015-01-21 09:35:36,AZN001,Delta Dental PPO plus Premier,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B01,
1049,AZ,2014-09-04 03:25:43,AZN001,Platinum (Maximum Care/Connection Dental),http://www.dentalselect.com/find-a-provider/find-a-provider-results/,
1050,AZ,2014-09-05 03:32:16,AZN001,United of Omaha Network,www.mutualofomaha.com/dental,
1051,AZ,2014-09-05 03:32:16,AZN001,Premier Access Dental,www.premierlife.com/providersearch,
1052,AZ,2015-04-22 11:06:15,AZN001,AZ PPO,https://www.healthnet.com/portal/providerSearch.do,
1053,AZ,2014-08-07 10:00:19,AZN001,Ameritas PPO Dental Network,www.standard.com,
1054,AZ,2014-09-04 03:25:43,AZN001,Statewide PPO,https://www.azblue.com/PPO,
1055,AZ,2014-09-04 03:25:43,AZN002,Alliance,https://www.azblue.com/Alliance,
1056,AZ,2014-09-04 03:25:43,AZN003,Select,https://www.azblue.com/Select,
1057,AZ,2014-09-04 03:25:43,AZN004,Secure,https://www.azblue.com/Secure,
1058,AZ,2014-11-14 05:23:27,AZN001,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,
1059,AZ,2014-09-03 04:28:59,AZN001,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,
1060,AZ,2015-01-21 09:35:36,AZN001,Meritus Complete HMO,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MHMO,
1061,AZ,2015-01-21 09:35:36,AZN002,Meritus Neighborhood Network MIHS,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNMH,
1062,AZ,2015-01-21 09:35:36,AZN003,Meritus Community Network Banner,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNBA,
1063,AZ,2015-01-21 09:35:36,AZN004,Meritus Community Network Abrazo,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNAB,
1064,AZ,2015-01-21 09:35:36,AZN005,Meritus Community Network Pima,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNCA,
1065,AZ,2015-01-21 09:35:36,AZN006,Meritus Community Network Mohave,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNMO,
1066,AZ,2014-11-11 04:41:18,AZN001,Phoenix Choice Individual HMO Network,https://www.phxchoice.com/ProviderDirectory,
1067,AZ,2015-01-16 17:32:32,AZN001,HumanaDental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,
1068,AZ,2014-08-07 10:00:19,AZN001,Ameritas PPO Dental Network,www.reliancestandard.com,
1069,AZ,2015-06-19 13:25:37,AZN001,Health Choice Essential,healthchoiceessential.com/members/FindProvider.aspx,
1070,AZ,2015-06-19 13:25:37,AZN002,Health Choice Value,healthchoiceessential.com/members/FindProvider.aspx,
1071,AZ,2014-09-03 04:28:59,AZN001,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,
1072,AZ,2014-09-03 04:28:59,AZN002,DenteMax,http://www.bestlife.com/exchange/provider.html,
1073,AZ,2014-09-06 03:39:47,AZN001,Careington Maximum Care Network,www.careington.com/co/maxcare,
1074,AZ,2014-11-13 10:25:37,AZN001,Network Savings 1,assuranthealth.com/networksavings1,
1075,AZ,2014-11-13 10:25:37,AZN002,Network Savings 3,assuranthealth.com/networksavings3,
1076,AZ,2014-08-08 08:53:29,AZN001,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,
1077,AZ,2014-08-08 08:53:29,AZN002,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
1078,AZ,2014-11-11 04:41:18,AZN001,OAMC_AZ_Banner Health,http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors,
1079,AZ,2014-09-06 03:39:47,AZN001,Arizona LocalPlus Network,http://www.cigna.com/ifp-providers,
1080,AZ,2014-09-06 03:39:47,AZN002,Arizona Dental Network,http://www.cigna.com/ifp-providers,
1081,AZ,2015-01-23 09:32:01,AZN001,UHM Primary,http://www.uamarketplace.com/Admin/ContentDocuments/Canyon_Provider%20Directory_Nov2014_EffJan2015.pdf,
1082,AZ,2014-08-07 10:00:19,AZN001,Ameritas PPO Dental Network,www.ameritasgroup.com,
1083,AZ,2015-04-22 11:06:15,AZN001,AZ HMO CommunityCare Network,https://www.healthnet.com/portal/providerSearch.do,
1084,AZ,2015-04-22 11:06:15,AZN002,AZ HMO,https://www.healthnet.com/portal/providerSearch.do,
1085,AZ,2015-04-22 11:06:15,AZN003,AZ HMO ExcelCare Network,https://www.healthnet.com/portal/providerSearch.do,
1086,AZ,2015-04-22 11:06:15,AZN004,AZ HMO CommunityCare IFP Network,https://www.healthnet.com/portal/providerSearch.do,
1087,AZ,2015-01-21 09:35:36,AZN001,Arizona Foundation for Medical Care,https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MPPO,
1088,AZ,2014-12-10 11:54:40,AZN002,Choice,http://shopaz.welcometouhc.com/find-a-doctor,
1089,AZ,2014-12-10 11:54:40,AZN006,Compass,http://xaz.welcometouhc.com/find-a-doctor,
1090,AZ,2014-09-05 03:32:16,AZN001,Advantage Plus,https://www.unitedconcordia.com/find-a-dentist/,
1091,FL,2014-09-05 03:32:16,FLN001,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,
1092,FL,2015-01-16 17:32:32,FLN001,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,
1093,FL,2015-01-16 17:32:32,FLN002,Managed DentalGuard,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,
1094,FL,2015-01-16 17:32:32,FLN001,HumanaDental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,
1095,FL,2015-05-20 14:11:45,FLN001,NetworkBlue,https://providersearch.floridablue.com/providersearch/pub/marketplace.htm,
1096,FL,2015-05-20 14:11:45,FLN002,BlueSelect,https://providersearch.floridablue.com/providersearch/pub/marketplace.htm,
1097,FL,2014-09-06 03:39:47,FLN001,HMO_Florida_Savings Plus_On Exchange,http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors,
1098,FL,2014-09-06 03:39:47,FLN002,OA HMO_Florida_Costco_Off Exchange,http://www.aetna.com/docfind/custom/costcoprogram/,
1099,FL,2014-09-06 03:39:47,FLN003,HMO_Florida_Savings Plus_Off Exchange,http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors,
1100,FL,2015-02-13 08:19:48,FLN001,Select Network,http://www.myHFHP.org/MP_directory_2015,
1101,FL,2015-02-13 08:19:48,FLN002,Enhanced Network,http://www.myFHCA.org/FHMP_directory_2015,
1102,FL,2014-10-02 12:25:15,FLN001,BlueDental Choice PPO,http://www.floridabluedental.com/Find-A-Dentist-National.aspx,
1103,FL,2014-10-02 12:25:15,FLN002,BlueDental Copayment PPO,http://www.floridabluedental.com/Find-A-Dentist-National.aspx,
1104,FL,2014-08-28 04:23:13,FLN003,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,
1105,FL,2014-08-28 04:23:13,FLN004,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2,
1106,FL,2014-12-10 11:54:40,FLN001,BlueCare,https://providersearch.floridablue.com/providersearch/pub/marketplace.htm,
1107,FL,2015-01-16 17:32:32,FLN001,HMO Premier,https://www.humana.com/finder/search?customerId=1059&pfpkey=347,
1108,FL,2015-01-16 17:32:32,FLN002,South Florida HUMx (HMOx),https://www.humana.com/finder/search?customerId=1059&pfpkey=798,
1109,FL,2015-01-16 17:32:32,FLN003,Tampa Bay HUMx (HMOx),https://www.humana.com/finder/search?customerId=1059&pfpkey=799,
1110,FL,2015-01-16 17:32:32,FLN004,Volusia HUMx (HMOx),https://www.humana.com/finder/search?customerId=1059&pfpkey=930,
1111,FL,2015-01-16 17:32:32,FLN001,Dentemax,www.truassure.com/dentist-search,
1112,FL,2015-02-20 06:27:36,FLN001,EssentialSmile PPO,http://www.solsticecare.com/provider-search.aspx?a=20XHGS0L15,
1113,FL,2015-02-20 06:27:36,FLN002,EssentialSmile EPO,http://www.solsticecare.com/provider-search.aspx?a=20XHGS0L15,
1114,FL,2015-01-16 17:32:32,FLN001,Florida LocalPlus Network,http://www.cigna.com/ifp-providers,
1115,FL,2015-01-16 17:32:32,FLN002,Florida Dental Network,http://www.cigna.com/ifp-providers,
1116,FL,2014-11-13 10:25:37,FLN001,Renaissance Dental,http://www.renaissancedental.com/Find-a-Dentist,
1117,FL,2014-11-13 10:25:37,FLN002,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,
1118,FL,2014-09-05 03:32:16,FLN001,Advantage Plus,https://www.unitedconcordia.com/find-a-dentist/,
1119,FL,2015-01-16 17:32:32,FLN001,AX,https://www.pmpmarketplace.com/providers,
1120,FL,2015-01-16 17:32:32,FLN002,BX and CX,https://www.pmpmarketplace.com/providers,
1121,FL,2014-08-31 07:07:13,FLN001,Molina Marketplace,https://eportal.molinahealthcare.com/Provider/ProviderSearch?RedirectFrom=MolinaStaticWeb&State=fl&Coverage=MMP,
1122,FL,2014-11-15 04:52:41,FLN001,FHCP HMO Network,http://www.fhcp.com/find-providers/physician,
1123,FL,2014-10-05 17:13:14,FLN001,HMO_FL_Carelink_On/Off Exchange,http://fl.coventryproviders.com,
1124,FL,2014-10-05 17:13:14,FLN002,HMO_FL_Coventry One_Off Exchange,http://fl.coventryproviders.com,
1125,FL,2014-09-05 03:32:16,FLN001,"DentaQuest of Florida, Inc",www.dentaquest.com,
1126,FL,2014-11-09 04:38:15,FLN001,Network Savings 1,assuranthealth.com/networksavings1,
1127,FL,2014-11-09 04:38:15,FLN002,Network Savings 3,assuranthealth.com/networksavings3,
1128,FL,2014-08-03 08:59:32,FLN001,Ameritas PPO Dental Network,www.ameritasgroup.com,
1129,FL,2015-07-22 09:15:52,FLN006,Compass,http://xfl.welcometouhc.com/find-a-doctor,
1130,FL,2015-07-22 09:15:52,FLN005,Navigate,http://shopfl.welcometouhc.com/find-a-doctor,
1131,FL,2014-08-08 08:53:29,FLN001,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,
1132,FL,2014-08-28 04:23:13,FLN001,Ameritas PPO Dental Network,www.standard.com,
1133,FL,2015-01-21 09:35:36,FLN001,Select Network,http://www.myHFHP.org/MP_directory_2015,
1134,FL,2014-08-05 13:28:44,FLN001,Ameritas PPO Dental Network,www.reliancestandard.com,
1135,FL,2015-01-16 17:32:32,FLN001,Florida Exchange CAP,http://www.libertydentalplan.com/Florida/Florida-Dentist-Search.aspx,
1136,FL,2014-09-04 03:25:43,FLN001,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,
1137,FL,2015-02-19 06:21:02,FLN001,Ambetter from Sunshine Health,http://ambetter.sunshinehealth.com/findadoc,
1138,FL,2014-11-14 05:23:27,FLN001,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,
1139,FL,2014-11-14 05:23:27,FLN002,DeltaCare USA DHMO,http://www.deltadentalins.com/find-a-dentist/,
